,market,sma10,sma10_static,absolute12,absolute12_static
1975-05-31,0.05631192629,0.05631192629,0.04344927283,0.003898050975,0.04597346746
1975-06-30,0.05271222643,0.05271222643,0.04066716729,0.05271222643,0.04303091546
1975-07-31,-0.06127826921,-0.06127826921,-0.04491781497,-0.06127826921,-0.04812906472
1975-08-31,-0.02368140398,-0.02368140398,-0.01662963474,-0.02368140398,-0.01801376454
1975-09-30,-0.03738026179,-0.03738026179,-0.02681296821,-0.03738026179,-0.02888712938
1975-10-31,0.0587117262,0.0587117262,0.04555178825,0.0587117262,0.04813432263
1975-11-30,0.03051407728,0.03051407728,0.02396923977,0.03051407728,0.02525361268
1975-12-31,-0.01128243779,-0.01128243779,-0.007300554023,-0.01128243779,-0.008082122986
1976-01-31,0.126106107,0.126106107,0.09602429738,0.126106107,0.101927616
1976-02-29,0.006416086533,0.006416086533,0.005668765471,0.006416086533,0.005815421355
1976-03-31,0.02711436074,0.02711436074,0.02138712168,0.02711436074,0.02251104732
1976-04-30,-0.01078247948,-0.01078247948,-0.007072936645,-0.01078247948,-0.007801050199
1976-05-31,-0.009782562848,-0.009782562848,-0.006444387452,-0.009782562848,-0.007099608557
1976-06-30,0.04481288507,0.04481288507,0.03477466768,0.04481288507,0.03674458893
1976-07-31,-0.00598287966,-0.00598287966,-0.003337883568,-0.00598287966,-0.003857046601
1976-08-31,-0.001583246495,-0.001583246495,-0.0001513606303,-0.001583246495,-0.00043241292
1976-09-30,0.02491454416,0.02491454416,0.01983148346,0.02491454416,0.02082899416
1976-10-31,-0.02018169578,-0.02018169578,-0.01416974091,-0.02018169578,-0.01534977468
1976-11-30,0.007515994824,0.007515994824,0.006644807291,0.007515994824,0.006815770996
1976-12-31,0.06041158447,0.06041158447,0.04643401296,0.06041158447,0.04917700149
1977-01-31,-0.03678031182,-0.03678031182,-0.02678246757,-0.03678031182,-0.02874485653
1977-02-28,-0.01598204594,-0.01598204594,-0.01115844622,-0.01598204594,-0.01210522821
1977-03-31,-0.009782562848,-0.009782562848,-0.006419628247,-0.009782562848,-0.007079709118
1977-04-30,0.005216186579,0.004713578485,0.00486528615,0.005216186579,0.004934147601
1977-05-31,-0.01108245447,0.0037,-0.007422436236,-0.01108245447,-0.008140829042
1977-06-30,0.05111235982,0.004,0.03943893521,0.05111235982,0.04172975303
1977-07-31,-0.01278231273,0.003698150925,-0.008577627083,-0.01278231273,-0.009402927869
1977-08-31,-0.01328227105,-0.01328227105,-0.008904281282,-0.01328227105,-0.009763598409
1977-09-30,0.001516495053,0.001015736806,0.002205668754,0.001516495053,0.002070396906
1977-10-31,-0.03908012006,0.0049,-0.02819099191,-0.03908012006,-0.03032832315
1977-11-30,0.04491287673,0.005,0.03502332844,0.04439042029,0.03696407455
1977-12-31,0.007515994824,0.004397801099,0.006867807841,0.004397801099,0.006995009441
1978-01-31,-0.05517877778,-0.05517877778,-0.04030374993,-0.05565118839,-0.04322343839
1978-02-28,-0.009382596197,-0.009877904899,-0.005920616518,0.0046,-0.006600138077
1978-03-31,0.03371381049,0.0053,0.0266734823,0.0053,0.02805509137
1978-04-30,0.0840096169,0.0054,0.06453185268,0.0054,0.06835421079
1978-05-31,0.02261473591,0.004597701149,0.01827496287,0.004597701149,0.01912660921
1978-06-30,-0.01158241278,-0.01158241278,-0.007377702358,-0.01158241278,-0.008203008006
1978-07-31,0.05671189294,0.05671189294,0.04404747046,0.05671189294,0.04653276382
1978-08-31,0.04331301012,0.04331301012,0.03396854124,0.04331301012,0.0358023198
1978-09-30,-0.008282687905,-0.008282687905,-0.004696889494,-0.008282687905,-0.005400714344
1978-10-31,-0.1122740173,-0.1122740173,-0.08279223704,-0.1122740173,-0.08857895653
1978-11-30,0.03401378548,0.03349677859,0.02732035324,0.03401378548,0.0286338867
1978-12-31,0.01641525282,0.007296351824,0.01428057935,0.01641525282,0.01469949224
1979-01-31,0.04981246821,0.04981246821,0.03937790868,0.04981246821,0.04142560897
1979-02-28,-0.02838101214,-0.02838101214,-0.01954667714,-0.02838101214,-0.0212806911
1979-03-31,0.06471122597,0.06471122597,0.05068418761,0.06471122597,0.05343688362
1979-04-30,0.007216019835,0.007216019835,0.007410127093,0.007216019835,0.007372027486
1979-05-31,-0.01388222102,-0.01388222102,-0.008414838617,-0.01388222102,-0.00948798305
1979-06-30,0.04641275167,0.04641275167,0.03691967979,0.04641275167,0.03878262052
1979-07-31,0.0159152945,0.0159152945,0.01387972207,0.0159152945,0.01427918716
1979-08-31,0.0630113677,0.0630113677,0.04930640613,0.0630113677,0.0519958971
1979-09-30,-8.33715522e-05,-8.33715522e-05,0.00199228461,-8.33715522e-05,0.001584872307
1979-10-31,-0.07237734379,-0.07237734379,-0.0523032379,-0.07237734379,-0.05624340769
1979-11-30,0.06201145107,0.06201145107,0.04909935969,0.06201145107,0.05163325612
1979-12-31,0.0272143524,0.0272143524,0.02282511871,0.0272143524,0.02368647132
1980-01-31,0.06291137604,0.06291137604,0.04930552375,0.06291137604,0.05197556531
1980-02-29,-0.003483088089,-0.003483088089,-0.0004171339038,-0.003483088089,-0.0010189231
1980-03-31,-0.1169736254,-0.1169736254,-0.08501602169,-0.1169736254,-0.09128869881
1980-04-30,0.05201228479,0.05148627865,0.04224677236,0.05201228479,0.04416317741
1980-05-31,0.06061156779,0.007596201899,0.04760033613,0.06061156779,0.05015368806
1980-06-30,0.03581363541,0.03581363541,0.0284512387,0.03581363541,0.02989605118
1980-07-31,0.07031075909,0.07031075909,0.05420249794,0.07031075909,0.05736361757
1980-08-31,0.02381463587,0.02381463587,0.01949966545,0.02381463587,0.02034644447
1980-09-30,0.02931417732,0.02931417732,0.02390909561,0.02931417732,0.02496980041
1980-10-31,0.01981496935,0.01981496935,0.01725914287,0.01981496935,0.01776070372
1980-11-30,0.1055078244,0.1055078244,0.0817439382,0.1055078244,0.08640741406
1980-12-31,-0.03158074535,-0.03158074535,-0.02051814794,-0.03158074535,-0.02268952794
1981-01-31,-0.04028002002,-0.04028002002,-0.02773204988,-0.04028002002,-0.03019498064
1981-02-28,0.01671522781,0.01671522781,0.01522478435,0.01671522781,0.01551727216
1981-03-31,0.04871255992,0.04871255992,0.03964075881,0.04871255992,0.04142102846
1981-04-30,-0.01088247114,-0.01088247114,-0.005514063626,-0.01088247114,-0.006567781147
1981-05-31,0.01271556129,0.01271556129,0.01241437147,0.01271556129,0.01247347761
1981-06-30,-0.009982546174,-0.009982546174,-0.00416845439,-0.009982546174,-0.005309651359
1981-07-31,-0.0031831131,-0.0031831131,0.0006751418425,-0.0031831131,-8.216110516e-05
1981-08-31,-0.05747858603,-0.05747858603,-0.04007816673,-0.05747858603,-0.04349354208
1981-09-30,-0.05957841094,-0.06004862174,-0.04175712851,-0.05957841094,-0.04525511138
1981-10-31,0.06121151777,0.0121,0.04904274502,0.06068091201,0.05143077102
1981-11-30,0.04461290174,0.0107,0.03621001758,0.01019490255,0.03785901755
1981-12-31,-0.0276810705,0.008195902049,-0.01867340661,-0.02816722996,-0.02044144178
1982-01-31,-0.02438134562,-0.02486915495,-0.01636398183,0.008,-0.01793763969
1982-02-28,-0.049479253,0.0092,-0.03495073636,0.0092,-0.03780241118
1982-03-31,-0.008482671231,0.0098,-0.003956027152,0.0098,-0.004844522328
1982-04-30,0.04361298511,0.0113,0.03560652572,0.0113,0.03717773044
1982-05-31,-0.02878097879,0.0106,-0.01903056146,0.0106,-0.02094438517
1982-06-30,-0.02128160408,0.0096,-0.01363556437,0.0096,-0.01513633829
1982-07-31,-0.02158157906,0.0105,-0.01363843508,0.0105,-0.01519752499
1982-08-31,0.1198066322,0.0076,0.09200425365,0.0076,0.09746025189
1982-09-30,0.01811511109,0.004597701149,0.01489024783,0.004597701149,0.01552310189
1982-10-31,0.1188067156,0.1188067156,0.09083087149,0.1188067156,0.09632091098
1982-11-30,0.05301220142,0.05301220142,0.04143792741,0.05301220142,0.0437092877
1982-12-31,0.01221560298,0.01221560298,0.01084895576,0.01221560298,0.01111714953
1983-01-31,0.04271306015,0.04271306015,0.0338393578,0.04271306015,0.03558075213
1983-02-28,0.03201395222,0.03201395222,0.02561781273,0.03201395222,0.02687300483
1983-03-31,0.03431376047,0.03431376047,0.02737255603,0.03431376047,0.02873471284
1983-04-30,0.07361048396,0.07361048396,0.05713062341,0.07361048396,0.06036466649
1983-05-31,0.01191562799,0.01191562799,0.01067286377,0.01191562799,0.01091674648
1983-06-30,0.03731351035,0.03731351035,0.02972814408,0.03731351035,0.03121671258
