,market_proxy,market_sma10_rf_5bps,market_absolute12_rf_5bps,market_sma10_delay2_volNone,market_sma10_delay1_vol0.1,market_absolute12_delay2_volNone,market_absolute12_delay1_vol0.1,long_momentum_drag0.015,long_losers_diagnostic_drag0.015,small_momentum_diagnostic_drag0.015,long_quality_drag0.005,low_quality_diagnostic_drag0.005,long_value_drag0.005,joint_value_quality_drag0.005,SPY_hold,SPY_sma210_rf_5bps,SPY_absolute252_rf_5bps,SPY_dual_volNone_delay1,SPY_sma_vol0.1_delay1,SPY_sma_volNone_delay2,SPY_AGG_hold,SPY_AGG_sma210_rf_5bps,SPY_AGG_absolute252_rf_5bps,SPY_AGG_dual_volNone_delay1,SPY_AGG_sma_vol0.1_delay1,SPY_AGG_sma_volNone_delay2,stocks_equal_weight,stocks_mom252_n20_monthly_liq5e+07_15bps,stocks_buffer1.5,stocks_sector30,stocks_delay2,mix_trend_momentum,mix_momentum_quality,mix_trend_momentum_quality,mix_trend_momentum_value
1967-01-31,0.08570947517,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0677543484,0.1349696394,0.1471542836,0.08392113875,0.07143435572,0.1258406248,0.1733632699,,,,,,,,,,,,,,,,,,0.03601131061,0.07583370188,0.05197593177,0.06594443608
1967-02-28,0.01121568635,0.003098450775,0.0036,0.0036,0.003255584161,0.0036,0.0036,0.02001451316,-0.01713866405,0.05377196988,0.02317151989,-0.002501753842,-0.009451850098,0.004202195254,,,,,,,,,,,,,,,,,,0.01155225295,0.02159222727,0.01542405137,0.00454855101
1967-03-31,0.04371297677,0.04371297677,0.0039,0.00339830085,0.03123063897,0.0039,0.0039,0.04118782921,0.03609424846,0.07594402725,0.04897473933,0.03581223861,0.05415257603,0.08360477093,,,,,,,,,,,,,,,,,,0.0424497717,0.04507933754,0.04462373192,0.04634852686
1967-04-30,0.04201311851,0.04201311851,0.002698650675,0.04201311851,0.02979657214,0.0032,0.002864845187,0.04867838913,0.06605648815,0.05596920079,0.06432632545,0.01733295923,0.03097825824,0.03163998177,,,,,,,,,,,,,,,,,,0.0453440875,0.05649844531,0.05166839312,0.04055339585
1967-05-31,-0.03998004503,-0.03998004503,-0.03998004503,-0.03998004503,-0.02563044362,0.0027986007,-0.02563044362,-0.03881135076,-0.05259398102,-0.01564055207,-0.05374834306,-0.03972920025,-0.02341401672,-0.0509275216,,,,,,,,,,,,,,,,,,-0.03939599007,-0.04628358116,-0.04418310243,-0.03407202232
1967-06-30,0.02681438575,0.02681438575,0.02681438575,0.02681438575,0.01845879306,0.02681438575,0.01845879306,0.04877826326,0.004434148523,0.1268798347,0.01847248314,0.02640217013,0.04585004482,0.04257766202,,,,,,,,,,,,,,,,,,0.03779083354,0.03361779676,0.03134923631,0.04047634244
1967-07-31,0.04891254324,0.04891254324,0.04891254324,0.04891254324,0.03409765579,0.04891254324,0.03409765579,0.05077574591,0.06755460014,0.08613118874,0.0515116794,0.02588838478,0.07098954156,0.1087997445,,,,,,,,,,,,,,,,,,0.04984367877,0.05114352867,0.0503994937,0.05688791126
1967-08-31,-0.00598287966,-0.00598287966,-0.00598287966,-0.00598287966,-0.003066815627,-0.00598287966,-0.003066815627,-0.01344332116,-0.008749236941,-0.01174546091,-0.009251933623,-0.005687422872,0.01239402272,0.003110401405,,,,,,,,,,,,,,,,,,-0.00971496552,-0.01134867524,-0.009560672795,-0.002348972061
1967-09-30,0.03411377714,0.03411377714,0.03411377714,0.03411377714,0.02383922066,0.03411377714,0.02383922066,0.04558229103,0.03169978664,0.06925246038,0.04377791056,0.03633402061,0.01120352011,0.03586696574,,,,,,,,,,,,,,,,,,0.03984516696,0.0446796497,0.04115564484,0.03029349731
1967-10-31,-0.02698112886,-0.02698112886,-0.02698112886,-0.02698112886,-0.02313246427,-0.02698112886,-0.02313246427,0.01562005134,-0.04090870754,-0.01803753124,-0.008138398857,-0.0352400758,-0.05562256002,-0.07261795936,,,,,,,,,,,,,,,,,,-0.005691189054,0.003734886629,-0.00650719875,-0.02234052849
