name,family,dataset,scenario,benchmark,parameter,timing,data_quality,tradable_holdings_known,period,start,end,observations,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,beta,correlation,excess_cagr,annualized_mean_excess_vs_benchmark,monthly_positive_rate,worst_year,worst_year_return,best_year,best_year_return,annual_traded_notional,annual_one_way_equivalent_turnover,annual_transaction_cost_fraction,mean_invested_fraction,mean_holdings,completed_holding_spells,censored_open_spells,left_censored_spells,mean_completed_holding_months,assumed_annual_internal_drag
market_sma6_zero_2bps,trend,French monthly,2bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,pre2000,1964-01-31,1999-12-31,432,0.0800781281,0.126414059,0.185017862,0.261264594,-0.298983252,0.267834829,0.673251356,0.810815836,-0.0444813328,-0.044331442,0.458333333,1969,-0.172577795,1989,0.287285629,2.27755005,1.13877502,0.00045885796,0.729166667,0.729166667,40,1,1,7.375,
market_sma6_zero_2bps,trend,French monthly,2bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2000_2007,2000-01-31,2007-12-31,96,0.0216420171,0.0909562431,-0.0695005914,-0.0951432117,-0.215345322,0.100499128,0.405194355,0.633359341,0.00159887851,-0.00461085314,0.364583333,2000,-0.113371138,2003,0.151803461,2.62475005,1.31237502,0.000523897169,0.614583333,0.614583333,10,0,1,5.5,
market_sma6_zero_2bps,trend,French monthly,2bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2008_2009,2008-01-31,2009-12-31,24,0.105971605,0.077838445,1.21344732,5.00913735,-0.0253812623,4.17519051,0.138515407,0.413401011,0.204222912,0.178702751,0.25,2008,-0.00648035868,2009,0.231151495,1.49980004,0.74990002,0.000299351721,0.375,0.375,1,1,0,1,
market_sma6_zero_2bps,trend,French monthly,2bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2010_2019,2010-01-31,2019-12-31,120,0.0952807244,0.102476243,0.891754769,1.41582952,-0.160897645,0.592182218,0.607975888,0.767625374,-0.0395901594,-0.0389149996,0.566666667,2015,-0.0662942434,2013,0.350178317,1.79982004,0.899910018,0.000361646859,0.816666667,0.816666667,8,1,1,10.875,
market_sma6_zero_2bps,trend,French monthly,2bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2020_onward,2020-01-31,2026-07-31,79,0.0915281639,0.134525112,0.515337175,0.811343601,-0.202612298,0.451740418,0.567734323,0.743198215,-0.0574796417,-0.0581940127,0.46835443,2022,-0.0835150851,2021,0.256857252,2.12636966,1.06318483,0.000426814554,0.746835443,0.746835443,6,1,1,9,
market_sma6_zero_2bps,trend,French monthly,2bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,dotcom,2000-01-31,2002-12-31,36,-0.0575439003,0.104902097,-0.860534026,-1.00434802,-0.195084536,-0.29496905,0.281582016,0.519408664,0.0910193876,0.0874704865,0.111111111,2000,-0.113371138,2001,-0.000199960008,2.66640005,1.33320003,0.00052807821,0.361111111,0.361111111,3,1,1,2.66666667,
market_sma6_zero_2bps,trend,French monthly,2bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,gfc,2008-01-31,2008-12-31,12,-0.00648035868,0.00626664123,-3.25585088,-2.42673623,-0.00648035868,-1,-0.00566575065,-0.13994904,0.360713865,0.419183436,0,2008,-0.00648035868,2008,-0.00648035868,1.99980004,0.99990002,0.000398743434,0.0833333333,0.0833333333,1,0,0,1,
market_sma6_zero_2bps,trend,French monthly,2bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,rebound2009,2009-01-31,2009-12-31,12,0.231151495,0.102036959,2.09286346,8.41100531,-0.0253812623,9.10717099,0.186891941,0.40658455,-0.0538410526,-0.0617779332,0.5,2009,0.231151495,2009,0.231151495,0.99980004,0.49990002,0.000199960008,0.666666667,0.666666667,0,1,0,,
market_sma6_zero_2bps,trend,French monthly,2bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,covid2020,2020-01-31,2020-12-31,12,0.00841550276,0.239523014,0.126634997,0.187675479,-0.202612298,0.0415350048,0.747923682,0.858667063,-0.231005765,-0.216505289,0.416666667,2020,0.00841550276,2020,0.00841550276,1.99980004,0.99990002,0.000373445543,0.75,0.75,0,1,1,,
market_sma6_zero_2bps,trend,French monthly,2bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,inflation2022,2022-01-31,2022-12-31,12,-0.0835150851,0.0638350762,-1.58900094,-1.49674343,-0.0835150851,-1,0.0554841685,0.217314226,0.116453687,0.111329086,0,2022,-0.0835150851,2022,-0.0835150851,1.99980004,0.99990002,0.000395383714,0.166666667,0.166666667,0,1,1,,
market_sma6_zero_2bps,trend,French monthly,2bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2023_2025,2023-01-31,2025-12-31,36,0.137532084,0.109016608,0.808869698,1.3685049,-0.0918001257,1.4981688,0.688488063,0.796262976,-0.091418057,-0.080290178,0.583333333,2025,0.0484124155,2024,0.248925929,1.99980004,0.99990002,0.00040246979,0.861111111,0.861111111,2,1,0,12,
market_sma6_rf_5bps,trend,French monthly,5bps_rf,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,full,1964-01-31,2026-07-31,751,0.0902091122,0.117845619,0.422898241,0.61531561,-0.299053437,0.301648806,0.580218202,0.757736657,-0.0167164437,-0.0203408046,0.713715047,1969,-0.146345444,2013,0.350178317,2.20450893,1.10225447,0.00110982645,0.719041278,0.719041278,68,1,1,7.63235294,
market_sma6_rf_5bps,trend,French monthly,5bps_rf,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,pre2000,1964-01-31,1999-12-31,432,0.0991954962,0.125708028,0.325587892,0.459656564,-0.299053437,0.331698231,0.673103159,0.816306795,-0.0253639647,-0.0267363485,0.729166667,1969,-0.146345444,1986,0.296993028,2.27720862,1.13860431,0.00114987551,0.729166667,0.729166667,40,1,1,7.375,
market_sma6_rf_5bps,trend,French monthly,5bps_rf,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2000_2007,2000-01-31,2007-12-31,96,0.0328313537,0.0908574581,0.0497822108,0.0682074972,-0.16416839,0.199985842,0.402540238,0.63047391,0.0127882151,0.00630193301,0.729166667,2000,-0.0978493818,2003,0.155493045,2.62437531,1.31218766,0.00131111103,0.614583333,0.614583333,10,0,1,5.5,
market_sma6_rf_5bps,trend,French monthly,5bps_rf,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2008_2009,2008-01-31,2009-12-31,24,0.113622835,0.0770927952,1.31471823,5.44064902,-0.0253812623,4.47664241,0.135122837,0.40718886,0.211874141,0.185603449,0.791666667,2008,0.0072129394,2009,0.231274709,1.49950025,0.749750125,0.000748654195,0.375,0.375,1,1,0,1,
market_sma6_rf_5bps,trend,French monthly,5bps_rf,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2010_2019,2010-01-31,2019-12-31,120,0.0961341449,0.102395315,0.90018144,1.42715151,-0.161652519,0.594696239,0.608151815,0.768575801,-0.0387367389,-0.0381376049,0.666666667,2015,-0.0674140185,2013,0.350178317,1.79955022,0.899775112,0.000904252106,0.816666667,0.816666667,8,1,1,10.875,
market_sma6_rf_5bps,trend,French monthly,5bps_rf,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2020_onward,2020-01-31,2026-07-31,79,0.0969035788,0.134246859,0.553171564,0.86900731,-0.202931197,0.477519377,0.57050926,0.748597134,-0.0521042269,-0.0532759175,0.658227848,2022,-0.0711667891,2021,0.256103364,2.1260509,1.06302545,0.00106821304,0.746835443,0.746835443,6,1,1,9,
market_sma6_rf_5bps,trend,French monthly,5bps_rf,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,dotcom,2000-01-31,2002-12-31,36,-0.0374520679,0.106063265,-0.653430125,-0.77261935,-0.150008001,-0.249667136,0.282133717,0.515219684,0.11111122,0.10860982,0.75,2000,-0.0978493818,2001,0.0377291441,2.66600033,1.33300017,0.00132207796,0.361111111,0.361111111,3,1,1,2.66666667,
market_sma6_rf_5bps,trend,French monthly,5bps_rf,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,gfc,2008-01-31,2008-12-31,12,0.0072129394,0.00812599908,-1.06592198,-1.05992433,-0.00657982989,1.09621974,-0.00489122821,-0.0847443766,0.374407163,0.432884621,0.833333333,2008,0.0072129394,2008,0.0072129394,1.99950025,0.999750125,0.000997558264,0.0833333333,0.0833333333,1,0,0,1,
market_sma6_rf_5bps,trend,French monthly,5bps_rf,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,rebound2009,2009-01-31,2009-12-31,12,0.231274709,0.102019253,2.09422088,8.41397535,-0.0253812623,9.1120255,0.186894687,0.406663607,-0.053717839,-0.0616777233,0.75,2009,0.231274709,2009,0.231274709,0.99950025,0.499750125,0.000499750125,0.666666667,0.666666667,0,1,0,,
market_sma6_rf_5bps,trend,French monthly,5bps_rf,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,covid2020,2020-01-31,2020-12-31,12,0.00801220706,0.239685496,0.125054202,0.185212454,-0.202931197,0.0394823821,0.748534961,0.85879081,-0.231409061,-0.216865358,0.5,2020,0.00801220706,2020,0.00801220706,1.99950025,0.999750125,0.000933513938,0.75,0.75,0,1,1,,
market_sma6_rf_5bps,trend,French monthly,5bps_rf,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,inflation2022,2022-01-31,2022-12-31,12,-0.0711667891,0.0656735095,-1.33920323,-1.29700907,-0.0836068436,-0.851207701,0.0583409572,0.222446769,0.128801983,0.124734511,0.666666667,2022,-0.0711667891,2022,-0.0711667891,1.99950025,0.999750125,0.000989958565,0.166666667,0.166666667,0,1,1,,
market_sma6_rf_5bps,trend,French monthly,5bps_rf,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,2023_2025,2023-01-31,2025-12-31,36,0.144172737,0.108444122,0.866870619,1.46218841,-0.0918910547,1.5689529,0.70206755,0.816236452,-0.0847774044,-0.0744622486,0.722222222,2025,0.0553411356,2024,0.248925929,1.99950025,0.999750125,0.00100787365,0.861111111,0.861111111,2,1,0,12,
market_sma6_zero_5bps,trend,French monthly,5bps_zero,"French market, not SPY",sma/6,one full month execution delay,EXPLORATORY,True,full,1964-01-31,2026-07-31,751,0.0761194649,0.118351799,0.310818495,0.452356822,-0.299403735,0.254236858,0.58085058,0.753857252,-0.0308060909,-0.0333837463,0.456724368,1969,-0.173570107,2013,0.350178317,2.20450893,1.10225447,0.00110776144,0.719041278,0.719041278,68,1,1,7.63235294,
